Firm CRD,Investments - CD,Investments - Closed-End Funds,Investments - Commercial Paper,Investments - Corporate Debt,Investments - Equities Exchange,Investments - Equities Foreign,Investments - Equities Otc,Investments - ETFs,Investments - ETNs,Investments - Futures Intangibles,Investments - Futures Tangibles,Investments - Hedge Funds,Investments - Money Markets,Investments - Municipal Securities,Investments - Mutual Funds,Investments - Oil and Gas Partnerships,Investments - Options Commodities,Investments - Options Securities,Investments - Private Equity Funds,Investments - Private Placements,Investments - Real Estate Partnerships,Investments - REITs,Investments - UITs,Investments - US Government Securities,Investments - Variable Annuities,Investments - Variable Life,Investments - Venture Capital Funds,Investments - Warrants,Investments - Other Partnerships,Investment Strategies - Active,Investment Strategies - Alternative Investing,Investment Strategies - Builds Portfolios Of ETFS ETNS,Investment Strategies - Builds Portfolios Of Mutual Funds,Investment Strategies - ESG Impact Investing,Investment Strategies - Focus Cash Management,Investment Strategies - Focus Equities Domestic,Investment Strategies - Focus Equities International,Investment Strategies - Focus Fixed Income Taxable,Investment Strategies - Focus Fixed Income Tax Free,Investment Strategies - Long Term Buy,Investment Strategies - Margin Transactions,Investment Strategies - Option Writing,Investment Strategies - Passive,Investment Strategies - Primarily Recommends Particular Type Of Security,Investment Strategies - Proprietary Model For Security Selection,Investment Strategies - Selects Separate Account Managers,Investment Strategies - Short Sales,Investment Strategies - Short Term Buy,Investment Strategies - Socially Responsible Investing,Investment Strategies - Style Growth,Investment Strategies - Style Value,Investment Strategies - Trading,Investment Strategies - Other,Methods of Analysis - Charting,Methods of Analysis - Cyclical,Methods of Analysis - Fundamental,Methods of Analysis - Technical,Methods of Analysis - Other,Research Methods - Company Press Releases,Research Methods - Corporate Rating Services,Research Methods - Financial Publications,Research Methods - Inspection Of Corporate Records,Research Methods - SEC Filings,Research Methods - Third Party Research,Research Methods - Timing Services,Research Methods - Other Information Sources,7B Private Fund Reporting - Yes or No
311182,,,,,Yes,,,,,,,Yes,,,,,,Yes,Yes,,,,,,,,,,,Yes,Yes,,,,,Yes,,,,Yes,Yes,Yes,,,,,Yes,Yes,,,Yes,Yes,,,,Yes,,,,,,,,,,,Yes
329724,,,,,,,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,Yes,,Yes,Yes,,Yes,,,,,Yes,,,,,,,,,,,Yes,,,,,Yes,Yes,,,,Yes,Yes,,Yes,,Yes,
329356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,
327761,Yes,,Yes,Yes,Yes,,,Yes,,Yes,,,,Yes,Yes,,,Yes,,,,,,Yes,,,,Yes,Yes,,,Yes,Yes,,,Yes,,Yes,Yes,,,,,,,,,,,,Yes,,Yes,,Yes,Yes,Yes,Yes,,,,,,,,Yes,
325151,,,,,Yes,,,Yes,,,,,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,Yes,,Yes,,Yes,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,
329641,,,,Yes,Yes,Yes,,Yes,,,,,,,Yes,,,,,,Yes,Yes,,Yes,Yes,,Yes,,,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,,Yes,,,,,,,,,,,,,,,Yes,,Yes,Yes,,,,,,,,,
328738,,,,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,Yes,,,,,Yes,,,,Yes,Yes,Yes,,,,Yes,,Yes,,,Yes,
329559,,,,,Yes,,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,Yes,,,,,Yes,Yes,,,,,,,,,Yes,Yes,,,,Yes,Yes,,,,,,,,,,
329882,,,,Yes,Yes,,,Yes,,,,,,,,,,Yes,,,,,,Yes,,,,,,,Yes,Yes,,,,Yes,,Yes,,,,,,,,Yes,,,,,Yes,,Yes,,Yes,Yes,,Yes,,,,,,,,,
327331,,,,Yes,Yes,Yes,,Yes,,,,Yes,,Yes,,,,Yes,,,,,,Yes,,,,,,,Yes,Yes,,,,Yes,Yes,Yes,Yes,Yes,,Yes,,,Yes,,,,,,Yes,Yes,,,,Yes,,Yes,,,,,,,,,Yes
322471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316971,,,,Yes,Yes,,,Yes,,,,,,,Yes,,,Yes,,,,,,Yes,,,,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,
326932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,Yes,,,,,,,,Yes,,,Yes,,,,,Yes,Yes,Yes,,,,,,,,,
327326,,,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,Yes,Yes,,,,,,,,,Yes,,,,,,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,,,,,,,,,,Yes,,Yes,Yes,,Yes,Yes,Yes,,,,,,,,,
327347,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,Yes,Yes,,,,,Yes,,,,,Yes,,Yes,,,,,,,,,
329092,,,,Yes,Yes,,,Yes,,,,,,,Yes,,,Yes,Yes,,,,,Yes,,,,,,Yes,Yes,,,,Yes,Yes,,Yes,,Yes,,,,,,Yes,,Yes,,,,,,,,,,Yes,,,,,,,,,
329223,Yes,,,Yes,Yes,Yes,Yes,,,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,,,Yes,,,,Yes,Yes,,Yes,,,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,,Yes,Yes,,,Yes,,Yes,,Yes,Yes,Yes,Yes,,,,,,,,,
329826,,,,Yes,Yes,,,Yes,,,,,Yes,Yes,Yes,,,Yes,,,,,,Yes,,,,,,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,Yes,,,Yes,,,,,Yes,Yes,Yes,,,Yes,,Yes,,,,,,,,,
330048,,,,Yes,Yes,Yes,,Yes,,,,,,,Yes,,,,,Yes,Yes,Yes,,Yes,Yes,,Yes,,,,Yes,Yes,Yes,,,Yes,Yes,Yes,,Yes,,Yes,,,,,,,,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,,,,,,,,
319478,,,,,Yes,Yes,,,,,,,,,,,,,Yes,,,,,,,,,Yes,,,Yes,,,,,Yes,Yes,,,,,,,,,,,,,,Yes,,Yes,,,Yes,,Yes,,,,,,,,,
327888,,,,Yes,Yes,Yes,,Yes,,,,Yes,,,Yes,,Yes,,Yes,Yes,Yes,Yes,,Yes,Yes,,Yes,,,,Yes,Yes,Yes,,,Yes,Yes,Yes,,Yes,Yes,Yes,,,,,Yes,Yes,,,Yes,Yes,,Yes,,Yes,Yes,Yes,,,,,,,,,
328115,,,,,Yes,,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,Yes,,,,,Yes,Yes,,,,,,,,,,
329119,,,,Yes,Yes,,,,,,,,,,,,,,Yes,,,,,,,,,,,,Yes,,,,,Yes,,Yes,,,,,,,,Yes,,,,,Yes,,,,,Yes,,Yes,,,,,,,,,
329502,Yes,,,Yes,Yes,Yes,,,,,,,,Yes,Yes,Yes,,Yes,,,Yes,,,Yes,Yes,Yes,,Yes,,,Yes,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,Yes,Yes,,,Yes,Yes,,,Yes,Yes,Yes,Yes,,,,,,,,Yes,
329611,,,,,,,,,,,,,,,,,,,Yes,,Yes,Yes,,,,,,,,,Yes,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,Yes,,,,,,,,,Yes
329764,,,,Yes,Yes,Yes,,Yes,,,,,,,Yes,,,,Yes,Yes,,,,Yes,,,,,,Yes,,Yes,Yes,,,Yes,Yes,Yes,,Yes,Yes,Yes,,,,,Yes,Yes,,,Yes,,,Yes,,Yes,,,,,,,,,,,
329767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,Yes,Yes,,Yes,,Yes,,,Yes,,,,,Yes,,,Yes,,Yes,,,Yes,Yes,Yes,,,,,,,,,
329811,,,,,Yes,,,Yes,,,,,Yes,Yes,Yes,,,,,,,,,Yes,,,,,,,,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,Yes,Yes,,,,,,,Yes,,Yes,Yes,,Yes,Yes,Yes,,,,,,,,,
329889,,,,,Yes,,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,Yes,Yes,,Yes,,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,Yes,Yes,,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,Yes,
329936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,Yes,Yes,,Yes,,,,,,,,,,,,,,,Yes,,,,,,,,,,,Yes,,,
329974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,Yes,,,,,Yes,,Yes,,Yes,Yes,Yes,Yes,,,,,,,,,
329997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,Yes,,,Yes,,Yes,,,,,,Yes,,Yes,,,Yes,,Yes,,,Yes,Yes,,Yes,,Yes,,Yes,Yes,,Yes,
330133,,,,,Yes,,,Yes,,,,,Yes,,Yes,,,,,,,,,,,,,,,,,Yes,Yes,,Yes,,,Yes,,Yes,,,,,,,,,,,Yes,Yes,Yes,,,Yes,,Yes,,,,,,Yes,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328160,,,,,Yes,Yes,,Yes,,,,,,,Yes,,Yes,Yes,,Yes,,,,Yes,,,Yes,,,,,Yes,Yes,,,Yes,Yes,Yes,,Yes,Yes,,,Yes,,,Yes,Yes,,,,Yes,Yes,Yes,,,Yes,Yes,,,,,,,,,
328860,Yes,,,Yes,Yes,,,Yes,,,,,Yes,,Yes,,,,,,,,,Yes,,,,,,Yes,,Yes,Yes,,Yes,,,Yes,,,,,,,,Yes,,,,,Yes,,,,,Yes,,Yes,,,,,,,,,
328924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,Yes,,,,,,,,,,,,,,,,,,Yes,,,
329091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,Yes,Yes,Yes,,,,,,Yes,,,,,,,Yes,,Yes,,,Yes,Yes,,,,,,,,,,
329276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,Yes,,,,,Yes,,Yes,Yes,Yes,,,,Yes,,Yes,,,Yes,Yes,Yes,,,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,,,
329570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,Yes,,,,,Yes,,,,,,,,Yes,,,,,,,,,
329646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,Yes,Yes,Yes,,Yes,,,,,,,,,,,Yes,,Yes,,,Yes,,,,,,,,Yes,,,
329747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,Yes,Yes,,Yes,,Yes,Yes,,,,,Yes,,Yes,,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,,,Yes,,Yes,
329893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,Yes,,Yes,Yes,,,,Yes,,Yes,,,,Yes,,Yes,,,,Yes,Yes,,,,,,,,,,,,,,
325076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,Yes,,Yes,,,,,,,,,
328632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,Yes,,,,,,,,,
329878,,Yes,,Yes,Yes,,,Yes,,,,Yes,,,Yes,,Yes,,Yes,,Yes,Yes,,,,,Yes,,,,Yes,Yes,Yes,,,Yes,,,,,,,,,,Yes,,,,,,Yes,,,,,,Yes,,,,,,,,,
329904,,,,Yes,Yes,,,,,,,,,Yes,,,,,,,,,,Yes,,,,,,Yes,,,,,,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,
226609,,,,Yes,Yes,Yes,,Yes,,,,,,Yes,Yes,,,,,,,Yes,,Yes,,,,,,,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,Yes,,Yes,,,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,,,
327618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,Yes,,,Yes,,Yes,,Yes,Yes,,Yes,Yes,Yes,,,,,,Yes,,,
328332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,Yes,Yes,,,,,Yes,,Yes,,Yes,Yes,Yes,Yes,,,,,,,,,
328986,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,,Yes,,,,,Yes,Yes,,,,Yes,,Yes,,,,,,,,,
329244,Yes,,,Yes,Yes,,,Yes,,,,,,Yes,Yes,,,,,,,,,Yes,,,,,,,,,,,,Yes,,Yes,Yes,Yes,,,,,,,,Yes,,,Yes,,Yes,Yes,,Yes,Yes,,,,,,,,,Yes,
329543,,,,,Yes,Yes,,Yes,,,,,,,,,,,Yes,,,,,,,,,,,,Yes,,,,,Yes,Yes,,,Yes,,Yes,,,,,Yes,,,,Yes,,,,,Yes,,Yes,,,,,,,,,
329749,,,,,Yes,Yes,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,,Yes,Yes,,,Yes,Yes,,,Yes,,,,,,,,,,,,,Yes,,,,,Yes,,,,,,,,,
329833,Yes,,Yes,Yes,Yes,,,Yes,,,,,Yes,Yes,Yes,,,Yes,Yes,,,,,Yes,,,,,,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,Yes,Yes,,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,
329601,,,,Yes,Yes,,,Yes,,,,,Yes,Yes,Yes,,,,,,,,,Yes,,,,,,Yes,,,,,Yes,Yes,,Yes,Yes,,,,Yes,,,Yes,,,,,Yes,Yes,Yes,,,Yes,,Yes,,,,,,,,Yes,
316623,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,Yes,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,Yes
322096,,,,,Yes,,,Yes,,,,,,,Yes,,,,,,Yes,Yes,,,,,,,,,Yes,,,,,,,,,Yes,,,,,,,,,,,Yes,,,,,Yes,,,,,,,,,,Yes,
327425,,,,Yes,Yes,,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,Yes,,,,,Yes,Yes,,Yes,,Yes,Yes,Yes,,,,,,Yes,,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,,,,,,,,
327824,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,Yes,,,,,,,,,,,Yes,,,,,Yes,,Yes,,,,,,,,,
328261,,,,Yes,Yes,Yes,Yes,Yes,,,,,,Yes,,,,,,,,,,,,,,,,Yes,,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,Yes,Yes,Yes,,,,Yes,,,,,,,,,,,
328279,,,,,,,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,Yes,Yes,,Yes,,,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,
328617,,,,Yes,Yes,Yes,,Yes,,,,Yes,,,Yes,,,,Yes,Yes,,,,,Yes,,Yes,,,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,,Yes,,,,,,Yes,,,,,Yes,,,Yes,Yes,Yes,Yes,Yes,,,,,,,,Yes,
328638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,Yes,,,,,Yes,Yes,,Yes,Yes,,Yes,,Yes,
329775,,,,Yes,Yes,,,Yes,,,,,,,Yes,,,,,Yes,Yes,Yes,,Yes,Yes,,,,,Yes,Yes,Yes,Yes,,,Yes,,Yes,,Yes,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,Yes,,,Yes,,Yes,,,Yes,Yes,,Yes,,,,,,,Yes,,,,,Yes,,,,,,Yes,,,
328816,,,,,Yes,,,Yes,,,,,Yes,Yes,Yes,,,,,,,,,Yes,,,,,,Yes,,Yes,Yes,,Yes,,,Yes,Yes,,,,Yes,Yes,,,,,,,Yes,,Yes,Yes,,Yes,Yes,Yes,,,,,,,,,
328886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,Yes,,,,,Yes,,,,,,,,,
329139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,Yes,,,,,Yes,,,,,,,,,,Yes,,,,,Yes,,,,,,,,,
330015,,,,,Yes,,,Yes,,,,,Yes,Yes,Yes,,,,,,,,,Yes,,,,,,,,Yes,Yes,,Yes,,,Yes,Yes,,,,Yes,Yes,,,,,,Yes,,,Yes,,,,,Yes,,,,,,,,,
328411,,,,Yes,Yes,,,Yes,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,,,Yes,,,,,,,,,,,,Yes,,,,,,,,,
329108,,,,,Yes,,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,Yes,,,,Yes,,,,,,,,Yes,,,Yes,Yes,,Yes,Yes,Yes,Yes,,,,,,,,,,
329216,,,,Yes,Yes,,,,,,,,Yes,Yes,Yes,,,Yes,,,,Yes,,Yes,,,,,,,Yes,,,,Yes,Yes,,Yes,Yes,,,,Yes,,,,,,,,,,Yes,,,,,Yes,,,,,,,,,
329537,,,,,,,,,,,,,,,,,,,Yes,,Yes,Yes,,,,,,,,,Yes,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,Yes,,,,,,,,,Yes
328757,,,,,Yes,,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,,Yes,Yes,,,Yes,,,,Yes,,,,,,,,,,,Yes,,,,,Yes,,Yes,,,Yes,Yes,,Yes,,Yes,
328994,,,,Yes,Yes,Yes,,Yes,,,,,,,Yes,,,,Yes,,,Yes,,Yes,,,,,,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,,Yes,,,,,,,,,,,Yes,,,,,Yes,,Yes,,,,,,,,,
329023,Yes,,,Yes,Yes,,,Yes,,,,,Yes,Yes,Yes,,,,,,,,,Yes,,,,,,,,Yes,Yes,,Yes,Yes,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,
329060,Yes,,Yes,Yes,Yes,,,Yes,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,,,Yes,,,Yes,,Yes,Yes,,,,Yes,,,Yes,,Yes,,,,,,,,,
324262,,,,Yes,Yes,Yes,,Yes,,,,Yes,,,Yes,,,Yes,,,,,,Yes,,,,,,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,Yes,,,Yes,,,,,Yes,Yes,Yes,,,,,,,,,
329009,,,,,Yes,,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,,Yes,Yes,,Yes,,,Yes,,Yes,,,,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,
329371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,Yes,,,,,,,,Yes,,Yes,,,Yes,,,Yes,,Yes,,Yes,Yes,,,
329604,,,,,Yes,,,Yes,,,,,,Yes,Yes,,,,,,,,,Yes,,,,,,,,Yes,Yes,,Yes,,,Yes,Yes,Yes,,,Yes,,,Yes,,Yes,,,,,Yes,,,,Yes,Yes,,,,,,,,,
329622,,,,,Yes,,,Yes,,,,,,Yes,Yes,,,Yes,,,,,,Yes,,,,,,Yes,,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,,,Yes,,,,,Yes,Yes,,,,Yes,,,,,Yes,,,,,,,,,
329789,,,,,Yes,,,Yes,,,,,,Yes,Yes,,,,,,,,,Yes,,,,,,,,Yes,Yes,,Yes,,,Yes,Yes,,,,Yes,Yes,,,,,,,Yes,,Yes,,,Yes,,Yes,,,,,,,,,
329798,,,,,Yes,,,Yes,,,,,,,Yes,,,Yes,,,,,,,,,,,,,,Yes,Yes,,Yes,,,,,Yes,,,,,,Yes,,Yes,,,Yes,,Yes,,,Yes,Yes,,Yes,,Yes,,Yes,Yes,,,
323023,,,,,Yes,,,Yes,,,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,Yes,,,Yes,,Yes,,,Yes,Yes,Yes,,,,,,Yes,,,
327286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,Yes,Yes,Yes,Yes,,,,,,Yes,Yes,,,Yes,Yes,Yes,,,Yes,Yes,Yes,,,,,,,,,
329496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,Yes,,,,,Yes,Yes,Yes,,,,,,Yes,,,Yes,Yes,,Yes,Yes,Yes,Yes,,,,,,,,,,
329617,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,Yes,,,,,,,,,,,,,Yes,,,,,,,,,
329693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,Yes,,Yes,,,,Yes,,,,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,
329730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,Yes,,,,,,,,,,Yes,,,,,Yes,,,,,,,,,
329748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,Yes,,,Yes,,,,,Yes,Yes,,Yes,,,,,,,Yes,,,,,Yes,,,,,,Yes,,,
329806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,Yes,,Yes,,,,,,Yes,,,Yes,Yes,Yes,,Yes,Yes,Yes,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329263,,,,Yes,Yes,,,Yes,,,,,Yes,Yes,Yes,,,,Yes,,,,,Yes,,,,,,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,Yes,,Yes,,,,Yes,,Yes,,,Yes,Yes,,Yes,,Yes,,,,,,,,,,,
329420,,,,Yes,Yes,,,Yes,Yes,,,,,Yes,Yes,,,,,Yes,,Yes,,Yes,,,,,,Yes,Yes,Yes,Yes,,,Yes,,Yes,Yes,Yes,Yes,Yes,,,,,Yes,Yes,,,,,,,,,Yes,Yes,Yes,Yes,Yes,,,Yes,,Yes,
329635,,,,Yes,Yes,,,Yes,,,,,,,Yes,,,Yes,,,,,,,,,,,Yes,Yes,,Yes,Yes,,,Yes,,,,Yes,,Yes,,,,Yes,Yes,,,,Yes,,Yes,Yes,Yes,Yes,Yes,,,,Yes,Yes,,Yes,,Yes,
328837,,,,Yes,Yes,Yes,,Yes,,,,,,Yes,Yes,,Yes,,,Yes,Yes,Yes,,Yes,Yes,,Yes,,,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,,,,,,,,Yes,,,Yes,,,Yes,Yes,Yes,Yes,Yes,,,,,,,,,
328848,,,,Yes,Yes,Yes,,Yes,,,,,,Yes,Yes,,Yes,,,Yes,Yes,Yes,,Yes,Yes,,Yes,,,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,Yes,,,,,Yes,,Yes,,,,,,,,,
329448,,Yes,,Yes,Yes,Yes,,Yes,,,,,,,Yes,,,,Yes,,,Yes,,Yes,Yes,,,,,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,,,,,,Yes,,Yes,,,Yes,,,,,Yes,,,,,Yes,,,,,Yes,
329582,Yes,,Yes,Yes,Yes,,,Yes,,,,,Yes,Yes,,,,Yes,,,,,,Yes,,,,,,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,,,Yes,,,,,Yes,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,
329616,Yes,,Yes,Yes,Yes,,,Yes,,,,,Yes,Yes,Yes,,,,Yes,,,,,YEs,,,,,,,,Yes,Yes,,,Yes,,Yes,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,
329628,,Yes,,Yes,Yes,,,Yes,,,,,,Yes,Yes,,,,,Yes,Yes,Yes,,Yes,,,,Yes,,Yes,Yes,Yes,Yes,,,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,Yes,Yes,,Yes,
329714,,,,Yes,Yes,Yes,,Yes,,,,,Yes,Yes,Yes,,,Yes,,,,Yes,,Yes,,,,,Yes,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,,,Yes,,,,,,,,Yes,,,,,Yes,,,,,Yes,Yes,Yes,Yes,,Yes,
329725,Yes,,,Yes,Yes,,,Yes,,,,,Yes,Yes,Yes,,,,,,,,,Yes,,,,,,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,Yes,,,Yes,,,,,Yes,,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,
328909,,,Yes,,Yes,,,Yes,,,,,,,Yes,,,,,,,,,Yes,,,,,,,,Yes,Yes,,Yes,Yes,,Yes,,,,,,,,,,,,,Yes,,Yes,,,Yes,Yes,Yes,,,,,,,,,
329069,,,,Yes,,,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,Yes,,,,,,Yes,,,,,Yes,,,,,Yes,,,Yes,,Yes,Yes,Yes,Yes,,Yes,
329497,,,,Yes,Yes,Yes,,Yes,,,,,,Yes,Yes,,,,,Yes,Yes,Yes,,Yes,,,,,,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,
329932,,,,,Yes,,,Yes,,,,,,Yes,,,,,,,,,,Yes,,,,,,,,,,,,,,Yes,Yes,,,,,,,Yes,,,,,,,,,,Yes,,,Yes,,Yes,Yes,Yes,,,Yes,
327403,,,,Yes,Yes,Yes,,Yes,Yes,,,,,Yes,Yes,,,Yes,,,,,Yes,Yes,,,,,,,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,,,,Yes,,,Yes,Yes,,,,Yes,Yes,Yes,,,,,,,,,
329117,,,,Yes,Yes,,,Yes,,,,,Yes,Yes,Yes,,,,,,,,,Yes,,,,,,Yes,,Yes,Yes,,Yes,,,Yes,Yes,Yes,,,Yes,,,Yes,,Yes,,,Yes,,Yes,,,Yes,,Yes,,,Yes,,,,,,
